,"Country, State",Lat,Long_,Incidence_Rate,Case-Fatality_Ratio,Confirmed,Deaths,Recovered,Active,Country
0,Afghanistan,33.93911,67.709953,60.48549564442009,1.8941646139471675,23546,446,3928,19172,Afghanistan
1,Albania,41.1533,20.1683,49.20425324900965,2.5423728813559316,1416,36,1034,346,Albania
2,Algeria,28.0339,1.6596,24.396227017906966,7.020003739016639,10698,751,7322,2625,Algeria
3,Andorra,42.5063,1.5218,1103.992752216398,5.9788980070339965,853,51,781,21,Andorra
4,Angola,-11.2027,17.8739,0.3955423232111416,3.8461538461538463,130,5,42,83,Angola
5,Antigua and Barbuda,17.0608,-61.7964,26.550118454374644,11.538461538461537,26,3,20,3,Antigua and Barbuda
6,Argentina,-38.4161,-63.6167,63.643114267069684,2.7291058267278543,28764,785,8743,19236,Argentina
7,Armenia,40.0691,45.0382,515.6865775703169,1.6883711798966037,15281,258,5639,9384,Armenia
8,"Australia, Australian Capital Territory",-35.4735,149.0124,25.227750525578127,2.7777777777777777,108,3,104,1,Australia
9,"Australia, New South Wales",-33.8688,151.2093,38.42079329884208,1.5389547932029497,3119,48,2763,308,Australia
10,"Australia, Northern Territory",-12.4634,130.8456,11.807817589576548,0.0,29,0,29,0,Australia
11,"Australia, Queensland",-27.4698,153.0251,20.81907926888867,0.5633802816901409,1065,6,1051,8,Australia
12,"Australia, South Australia",-34.9285,138.6007,25.04981497295759,0.9090909090909092,440,4,436,0,Australia
13,"Australia, Tasmania",-42.8821,147.3272,42.57703081232493,5.701754385964912,228,13,213,2,Australia
14,"Australia, Victoria",-37.8136,144.9631,25.686661940602427,1.1156782149148559,1703,19,1632,52,Australia
15,"Australia, Western Australia",-31.9505,115.8605,22.88451303885045,1.495016611295681,602,9,575,18,Australia
16,Austria,47.5162,14.5501,189.4652691419435,3.9556962025316458,17064,675,15985,404,Austria
17,Azerbaijan,40.1431,47.5769,90.91469473601157,1.2258624430462142,9218,113,5116,3989,Azerbaijan
18,Bahamas,25.025885,-78.035889,26.192123036862235,10.679611650485436,103,11,68,24,Bahamas
19,Bahrain,26.0275,50.55,1014.8784984335176,0.20846603740807226,17269,36,11903,5330,Bahrain
20,Bangladesh,23.685,90.3563,49.50106589445417,1.3431792254946455,81523,1095,17249,63179,Bangladesh
21,Barbados,13.1939,-59.5432,33.40629360652258,7.291666666666668,96,7,83,6,Barbados
22,Belarus,53.7098,27.9534,555.8071315388693,0.5674028941355674,52520,298,27760,24462,Belarus
23,Belgium,50.8333,4.469936,516.1430715219557,16.125311355923706,59819,9646,16498,33675,Belgium
24,Belize,17.1899,-88.4976,5.02991542197218,10.0,20,2,16,2,Belize
25,Benin,9.3077,2.3158,3.2004756500718705,1.2886597938144329,388,5,217,166,Benin
26,Bhutan,27.5142,90.4336,8.035126462522616,0.0,62,0,19,43,Bhutan
27,Bolivia,-16.2902,-63.5887,145.02662505164685,3.302026109043654,16929,559,2431,13939,Bolivia
28,Bosnia and Herzegovina,43.9159,17.6791,88.1793091045975,5.634289664707914,2893,163,2119,611,Bosnia and Herzegovina
29,Botswana,-22.3285,24.6849,2.041141763674055,2.083333333333333,48,1,24,23,Botswana
30,"Brazil, Acre",-9.0238,-70.812,1053.932546049312,2.732651963421194,9295,254,4775,4266,Brazil
31,"Brazil, Alagoas",-9.5713,-36.782,600.2054919506663,3.4995756577305177,20031,701,13094,6236,Brazil
32,"Brazil, Amapa",0.902,-52.003,1854.3721348750369,1.98941529044188,15683,312,7253,8118,Brazil
33,"Brazil, Amazonas",-3.4168,-65.8561,1329.7070861171785,4.4074685634446835,55111,2429,44447,8235,Brazil
34,"Brazil, Bahia",-12.5797,-41.7007,233.07235146705483,2.9972594836290205,34665,1039,14976,18650,Brazil
35,"Brazil, Ceara",-5.4984,-39.3206,829.0008035410997,6.324549237170596,75705,4788,53906,17011,Brazil
36,"Brazil, Distrito Federal",-15.7998,-47.8645,709.5886667453772,1.3180033651149747,21396,282,11825,9289,Brazil
37,"Brazil, Espirito Santo",-19.1834,-40.3089,628.4946437236385,3.9038682345488382,25257,986,13921,10350,Brazil
38,"Brazil, Goias",-15.827,-49.8362,111.7925941039737,2.4725975019118023,7846,194,0,7652,Brazil
39,"Brazil, Maranhao",-4.9609,-45.2744,814.1841176925368,2.428608627723288,57605,1399,31569,24637,Brazil
40,"Brazil, Mato Grosso",-12.6819,-56.9211,153.91167541884468,3.263099011747157,5363,175,1912,3276,Brazil
41,"Brazil, Mato Grosso do Sul",-20.7722,-54.7852,107.9890290919062,0.9330223258913696,3001,28,1552,1421,Brazil
42,"Brazil, Minas Gerais",-18.5122,-44.555,94.97944403154624,2.2182433104545907,20106,446,9822,9838,Brazil
43,"Brazil, Para",-1.9981,-54.9306,770.9989637173198,6.2296466047521415,66328,4132,53724,8472,Brazil
44,"Brazil, Paraiba",-7.24,-36.782,660.9049440199376,2.2970326856454286,26556,610,5620,20326,Brazil
45,"Brazil, Parana",-25.2521,-52.0215,76.13287333510175,3.377369327972429,8705,294,3044,5367,Brazil
46,"Brazil, Pernambuco",-8.8137,-36.9541,459.05277882732076,8.419948942377827,43872,3694,25794,14384,Brazil
47,"Brazil, Piaui",-7.7183,-42.7289,285.25366557223185,3.395094784191925,9337,317,671,8349,Brazil
48,"Brazil, Rio Grande do Norte",-5.4026,-36.9541,384.9890485857263,3.8071253981186577,13501,514,1993,10994,Brazil
49,"Brazil, Rio Grande do Sul",-30.0346,-51.2177,126.42786180372936,2.3428809788654057,14384,337,11592,2455,Brazil
50,"Brazil, Rio de Janeiro",-22.9068,-43.1729,450.5314613549549,9.535380026740716,77784,7417,61690,8677,Brazil
51,"Brazil, Rondonia",-11.5057,-63.5806,631.5463714498727,2.6372059871703493,11224,296,3700,7228,Brazil
52,"Brazil, Roraima",-2.7376,-62.0751,1108.0277535199523,2.8605482717520863,6712,192,1754,4766,Brazil
53,"Brazil, Santa Catarina",-27.2423,-50.2189,183.74584146802388,1.4508165590581086,13165,191,8919,4055,Brazil
54,"Brazil, Sao Paulo",-23.5505,-46.6333,365.6434609523381,6.175104228707564,167900,10368,49295,108237,Brazil
55,"Brazil, Sergipe",-10.5741,-37.3857,501.76273852653844,2.644355817582799,11534,305,4732,6497,Brazil
56,"Brazil, Tocantins",-10.1753,-48.2982,428.771427445186,1.8979833926453145,6744,128,3543,3073,Brazil
57,Brunei,4.5353,114.7277,32.229823787438605,1.4184397163120568,141,2,138,1,Brunei
58,Bulgaria,42.7339,25.4858,45.92394413426313,5.390159824506425,3191,172,1716,1303,Bulgaria
59,Burkina Faso,12.2383,-1.5616,4.2672732956046415,5.941704035874438,892,53,791,48,Burkina Faso
60,Burma,21.9162,95.956,0.4796930493800436,2.2988505747126435,261,6,165,90,Burma
61,Burundi,-3.3731,29.9189,0.7148395046549088,1.1764705882352942,85,1,45,39,Burundi
62,Cabo Verde,16.5388,-23.0418,125.36241789391138,0.860832137733142,697,6,294,397,Cabo Verde
63,Cambodia,11.55,104.9167,0.7536348977458003,0.0,126,0,125,1,Cambodia
64,Cameroon,3.848,11.5021,32.70189284477612,2.4421149637138577,8681,212,4836,3633,Cameroon
65,"Canada, Alberta",53.9333,-116.5765,166.45721668850294,2.0283147291042742,7346,149,6811,386,Canada
66,"Canada, British Columbia",53.7267,-127.6476,53.0041869198815,6.2015503875969005,2709,168,2354,187,Canada
67,"Canada, Diamond Princess",,,,,0,1,0,-1,Canada
68,"Canada, Grand Princess",,,,0.0,13,0,13,0,Canada
69,"Canada, Manitoba",53.7609,-98.8139,21.850910006918244,2.3255813953488373,301,7,289,5,Canada
70,"Canada, New Brunswick",46.5653,-66.4619,19.74376693124169,0.6493506493506493,154,1,125,28,Canada
71,"Canada, Newfoundland and Labrador",53.1355,-57.6604,50.06089783548954,1.1494252873563218,261,3,256,2,Canada
72,"Canada, Northwest Territories",64.8255,-124.8457,11.134865490824868,0.0,5,0,5,0,Canada
73,"Canada, Nova Scotia",44.682,-63.7443,108.54697444491163,5.843543826578699,1061,62,995,4,Canada
74,"Canada, Ontario",51.2538,-85.3232,226.87868746689315,7.708670381688537,33378,2573,26698,4107,Canada
75,"Canada, Prince Edward Island",46.5107,-63.4168,17.071536058877832,0.0,27,0,27,0,Canada
76,"Canada, Quebec",52.9399,-73.5491,628.5786971955125,9.59266574740059,53666,5148,20823,27695,Canada
77,"Canada, Saskatchewan",52.9399,-106.4509,56.10722488418893,1.96078431372549,663,13,627,23,Canada
78,"Canada, Yukon",64.2823,-135.0,26.778324163785967,0.0,11,0,11,0,Canada
79,Central African Republic,6.6111,20.9394,42.320908433621184,0.3424657534246575,2044,7,360,1677,Central African Republic
80,Chad,15.4542,18.7322,5.162591496736943,8.49056603773585,848,72,711,65,Chad
81,"Chile, Antofagasta",-23.6509,-70.3975,639.4703835505502,1.6731016731016732,3885,65,0,3820,Chile
82,"Chile, Araucania",-38.9489,-72.3311,269.4249203948084,1.357115160915083,2579,35,0,2544,Chile
83,"Chile, Arica y Parinacota",-18.594,-69.4785,447.2105738096502,0.9891196834817012,1011,10,0,1001,Chile
84,"Chile, Atacama",-27.5661,-70.0503,142.9342710006091,0.0,413,0,0,413,Chile
85,"Chile, Aysen",-45.9864,-73.7669,21.326508850501174,0.0,22,0,0,22,Chile
86,"Chile, Biobio",-37.4464,-72.1416,199.31847598125648,0.4511762810183693,3103,14,0,3089,Chile
87,"Chile, Coquimbo",-29.959,-71.3389,189.8134337223761,0.4867872044506258,1438,7,0,1431,Chile
88,"Chile, Los Lagos",-41.9198,-72.1416,130.6853559999421,1.10803324099723,1083,12,0,1071,Chile
89,"Chile, Los Rios",-40.231,-72.3311,124.468281376271,1.8789144050104385,479,9,0,470,Chile
90,"Chile, Magallanes",-52.368,-70.9863,664.7331159589991,1.3550135501355014,1107,15,0,1092,Chile
91,"Chile, Maule",-35.5183,-71.6885,257.5242834585386,0.7060572277963583,2691,19,0,2672,Chile
92,"Chile, Metropolitana",-33.4376,-70.6505,1823.386769332168,1.902940768269928,129694,2468,0,127226,Chile
93,"Chile, Nuble",-36.7226,-71.7622,357.46313531373744,1.1641443538998837,1718,20,0,1698,Chile
94,"Chile, OHiggins",-34.5755,-71.0022,178.11941326656137,1.8416206261510129,1629,30,0,1599,Chile
95,"Chile, Tarapaca",-19.9232,-69.5132,1156.5292626407468,1.2555584619408842,3823,48,0,3775,Chile
96,"Chile, Unknown",,,,,0,0,131358,-131358,Chile
97,"Chile, Valparaiso",-33.0472,-71.6127,339.83111423413817,1.9121698266083291,6171,118,0,6053,Chile
98,"China, Anhui",31.8257,117.2264,1.5670461733080334,0.6054490413723511,991,6,985,0,China
99,"China, Beijing",40.1824,116.4142,2.7901578458681517,1.4975041597337768,601,9,584,8,China
100,"China, Chongqing",30.0572,107.874,1.8665377176015476,1.0362694300518134,579,6,573,0,China
101,"China, Fujian",26.0789,117.9874,0.9160111646790154,0.2770083102493075,361,1,356,4,China
102,"China, Gansu",35.7518,104.2861,0.5271141448615851,1.4388489208633093,139,2,137,0,China
103,"China, Guangdong",23.3417,113.4244,1.4172395557905868,0.4975124378109453,1608,8,1590,10,China
104,"China, Guangxi",23.8298,108.7881,0.5156313438895656,0.7874015748031497,254,2,252,0,China
105,"China, Guizhou",26.8154,106.8748,0.4083333333333333,1.3605442176870748,147,2,145,0,China
106,"China, Hainan",19.1959,109.7453,1.8308351177730195,3.5087719298245608,171,6,162,3,China
107,"China, Hebei",37.8957,114.9042,0.4340921122286924,1.8292682926829267,328,6,322,0,China
108,"China, Heilongjiang",47.862,127.7615,2.5099390405512856,1.372756071805702,947,13,934,0,China
109,"China, Henan",33.882,113.614,1.3284747527329517,1.7241379310344829,1276,22,1254,0,China
110,"China, Hong Kong",22.3,114.2,14.77926868763829,0.36101083032490977,1108,4,1060,44,China
111,"China, Hubei",30.9756,112.2707,115.15125908399528,6.622147207749322,68135,4512,63623,0,China
112,"China, Hunan",27.6104,111.7088,1.4770256558921582,0.3925417075564279,1019,4,1015,0,China
113,"China, Inner Mongolia",44.0935,113.9448,0.9352801894238358,0.4219409282700422,237,1,232,4,China
114,"China, Jiangsu",32.9711,119.455,0.8110793690224817,0.0,653,0,653,0,China
115,"China, Jiangxi",27.614,115.7221,2.0051635111876074,0.1072961373390558,932,1,931,0,China
116,"China, Jilin",43.6661,126.1923,0.5732248520710059,1.2903225806451613,155,2,153,0,China
117,"China, Liaoning",41.2956,122.6085,0.3418215186969488,1.342281879194631,149,2,147,0,China
118,"China, Macau",22.1667,113.55,6.930092308829553,0.0,45,0,45,0,China
119,"China, Ningxia",37.2692,106.1655,1.0901162790697674,0.0,75,0,75,0,China
120,"China, Qinghai",35.7452,95.9956,0.29850746268656714,0.0,18,0,18,0,China
121,"China, Shaanxi",35.1917,108.8701,0.8048654244306418,0.964630225080386,311,3,306,2,China
122,"China, Shandong",36.3427,118.1498,0.7882950134368468,0.8838383838383839,792,7,781,4,China
123,"China, Shanghai",31.202,121.4491,2.8465346534653464,1.0144927536231885,690,7,666,17,China
124,"China, Shanxi",37.5777,112.2922,0.5325443786982249,0.0,198,0,198,0,China
125,"China, Sichuan",30.6171,102.7103,0.6989569595971706,0.5145797598627787,583,3,562,18,China
126,"China, Tianjin",39.3054,117.323,1.2564102564102564,1.5306122448979589,196,3,189,4,China
127,"China, Tibet",31.6927,88.0924,0.02906976744186046,0.0,1,0,1,0,China
128,"China, Xinjiang",41.1129,85.2401,0.30558906312826695,3.947368421052632,76,3,73,0,China
129,"China, Yunnan",24.974,101.487,0.3830227743271222,1.0810810810810811,185,2,183,0,China
130,"China, Zhejiang",29.1832,120.0934,2.2102143977688686,0.07886435331230282,1268,1,1267,0,China
131,"Colombia, Amazonas",-1.4429,-71.5724,2709.266343730823,3.6626506024096384,2075,76,1167,832,Colombia
132,"Colombia, Antioquia",7.1986,-75.3412,27.01689468967405,0.5777007510109763,1731,10,659,1062,Colombia
133,"Colombia, Arauca",7.0762,-70.7105,0.7628521516244936,0.0,2,0,1,1,Colombia
134,"Colombia, Atlantico",10.6966,-74.8741,312.79616740885587,4.160887656033287,7931,330,2390,5211,Colombia
135,"Colombia, Bolivar",8.6704,-74.03,223.3214660090527,4.412719013627513,4623,204,1484,2935,Colombia
136,"Colombia, Boyaca",5.4545,-73.362,19.385957994900508,5.932203389830509,236,14,139,83,Colombia
137,"Colombia, Caldas",5.2983,-75.2479,18.83286334653971,4.25531914893617,188,8,125,55,Colombia
138,"Colombia, Capital District",4.711,-74.0721,196.11292499790218,2.490197427254592,14537,362,6155,8020,Colombia
139,"Colombia, Caqueta",0.8699,-73.8419,6.2268206600928035,8.0,25,2,21,2,Colombia
140,"Colombia, Casanare",5.7589,-71.5724,8.561155185206324,0.0,36,0,32,4,Colombia
141,"Colombia, Cauca",2.705,-76.82600000000002,11.335019474382856,4.819277108433735,166,8,69,89,Colombia
142,"Colombia, Cesar",9.3373,-73.6536,41.563452148722185,2.8056112224448904,499,14,71,414,Colombia
143,"Colombia, Choco",5.2528,-76.82600000000002,107.69857860313448,2.7777777777777777,576,16,110,450,Colombia
144,"Colombia, Cordoba",8.0493,-75.574,13.615100547237393,5.349794238683128,243,13,70,160,Colombia
145,"Colombia, Cundinamarca",5.026,-74.03,54.298301508019705,2.5867507886435335,1585,41,452,1092,Colombia
146,"Colombia, Guainia",2.5854,-68.5247,14.548779980878749,14.285714285714285,7,1,0,6,Colombia
147,"Colombia, Guaviare",1.0654,-73.2603,2.4164220039387683,0.0,2,0,0,2,Colombia
148,"Colombia, Huila",2.5359,-75.5277,24.26421273989309,4.868913857677903,267,13,227,27,Colombia
149,"Colombia, La Guajira",11.3548,-72.5205,13.059870991187424,6.956521739130435,115,8,46,61,Colombia
150,"Colombia, Magdalena",10.4113,-74.4057,62.08328551007418,6.602641056422568,833,55,414,364,Colombia
151,"Colombia, Meta",3.272,-73.0877,96.46809435599131,1.1964107676969091,1003,12,939,52,Colombia
152,"Colombia, Narino",1.2892,-77.3579,124.4946620613863,3.5467980295566504,2030,72,633,1325,Colombia
153,"Colombia, Norte de Santander",7.9463,-72.8988,9.921639162050537,9.459459459459461,148,14,107,27,Colombia
154,"Colombia, Putumayo",0.436,-75.5277,3.4464733960974434,16.666666666666668,12,2,3,7,Colombia
155,"Colombia, Quindio",4.461,-75.6674,22.78182788051209,4.0650406504065035,123,5,95,23,Colombia
156,"Colombia, Risaralda",5.3158,-75.9928,32.011838020099624,3.6423841059602653,302,11,233,58,Colombia
157,"Colombia, San Andres y Providencia",12.5567,-81.7185,27.74151436031332,0.0,17,0,15,2,Colombia
158,"Colombia, Santander",6.6437,-73.6536,9.52016100056892,3.8461538461538463,208,8,52,148,Colombia
159,"Colombia, Sucre",8.814,-74.7233,19.229430311549926,2.8735632183908044,174,5,6,163,Colombia
160,"Colombia, Tolima",4.0925,-75.1545,23.60570355897329,4.140127388535031,314,13,206,95,Colombia
161,"Colombia, Unknown",,,,0.0,66,0,0,66,Colombia
162,"Colombia, Valle del Cauca",3.8009,-76.6413,117.4739481747301,4.659566375047547,5258,245,1891,3122,Colombia
163,"Colombia, Vaupes",0.8554,-70.812,26.962766870113,0.0,11,0,11,0,Colombia
164,"Colombia, Vichada",4.4234,-69.2878,0.9275749480558028,0.0,1,0,0,1,Colombia
165,Comoros,-11.6455,43.3333,18.744358005738302,1.2269938650306749,163,2,97,64,Comoros
